"id","transactionSuccessful","sourceAccount","type","typeI","createdAt","transactionHash","assetType","from","to","amount"
"167409359818309633","true","GDHF3HIKWM5KJAVLZBSZWUFDOEOT7IBMY22UXG4QBE326O354INLPAND","payment","1","2021-12-31T23:44:20Z","91895947e09bd558dcaef9879c061def2aaff7b6a063dea99c4a60cade081317","native","GDHF3HIKWM5KJAVLZBSZWUFDOEOT7IBMY22UXG4QBE326O354INLPAND","GBJRIKGPD54KKO2VHM37EPLB7NH7WXO3MASYEYA3IQCHRCQFLANBZH7X","676.5329200"
